tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
XE HƠI NGỦ TRONG NHÀ- NGANG 7M - HIẾM - NƠ TRANG LONG P13 BT - 54M (7x,"7,2 tỷ","133,33 triệu/m²",54 m²,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","XE HƠI NGỦ TRONG NHÀ- NGANG 7M - HIẾM - NƠ TRANG LONG P13 BT - 54M (7x7.7) VUÔNG NỞ HẬU NHẸ - 2 TẦNG GIẢM SÂU 500 tr CÒN 7.2 TỶ.
🍀 Tiện qua Phú Nhuận- Gò Vấp- Quận 1- Tân Bình - Sân bay..
🍀 xung quanh không thiếu thứ gì.",,"Nhà ngõ, hẻm",54 m²,,"133,33 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,7 m,7.7 m,,,"[168.37, 168.37, 120.71, 120.71, 124.24, 124.53, 117.12, 117.12, 143.52, 123.86, 143.64, 151.05, 151.05]"
🍀VÂN KIỀU AN CƯ🍀 40m2 - Hẻm Ô Tô - Gần mặt tiền - Ngang to 4.5m,"3,85 tỷ","106,94 triệu/m²",36 m²,"Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🍀VÂN KIỀU AN CƯ🍀

🏡 Nhà Lê Quang Định P5 – Giáp Quận 1 – Vài Bước Ra Hẻm Ô Tô

✨ Gần mặt tiền – Khu dân trí cao – Pháp lý chuẩn – Giá dưới 4 tỷ hiếm có

📐 4.5m x 8m – 2 Tầng – Chỉ 3.85 Tỷ

🔹 Vị trí: Đường Lê Quang Định, Phường 5, Quận Bình Thạnh – giáp Quận 1, di chuyển cực nhanh vào trung tâm
🔹 Gần Bệnh viện Ung Bướu, Bệnh viện Gia Định, sân bay, các trường Đại học lớn
🔹 Kết cấu: 1 trệt 1 lầu – 2 phòng ngủ master – 2 WC – thiết kế rộng rãi thoáng mát
🔹 Hẻm: Cách hẻm ô tô vài bước chân – hẻm sạch sẽ, an ninh, dân trí cao
🔹 Pháp lý: Sổ hồng riêng – hoàn công đủ – công chứng ngay",,"Nhà ngõ, hẻm",36 m²,,"106,94 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,4.5 m,8 m,,,"[134.04, 125.8, 125.8, 125.8, 138.64, 138.64, 147.14, 164.14, 163.79, 163.79, 140.91, 140.91, 140.91]"
"6,4 Tỷ DT: 7m×18m Lê.Q.Đinh","6,4 tỷ","88,89 triệu/m²",72 m²,"Đường Lê Quang Định, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Nhà Đường Lê Quang Định
▪︎DT : 72m2 ( 7m × 18m )
Trệt + lầu +5 phòng ngủ.
▪︎Cách M.Tiền L.Q.Đ 20m
▪︎Sổ Hồng Riêng

 BÁN : 6,4 Tỷ",0901246430,"Nhà ngõ, hẻm",72 m²,,"88,89 triệu/m²",Đã có sổ,6 phòng,6 phòng,2,Nội thất đầy đủ,,,7 m,18 m,,,"[119.57, 119.46, 119.46, 112.83, 130.43, 118, 111.11, 114.95, 116.67, 116.67, 121.95, 121.95, 121.95]"
"Nhà mới xây 3x11,5, 2 tầng, diện tích sử dụng 68m2, nội thất đầy đủ","5,959 tỷ","175,26 triệu/m²",34 m²,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Nhà mới xây, 2 phòng ngủ rộng + ban công rộng, 2 toilet, phòng khách, phòng bếp + bàn ăn
Nội thất cao cấp, giường, tủ, bếp, tủ lạnh tivi, máy lạnh, máy giặt, ghế sofa, bàn ăn, nước nóng năng lượng mặt trời, chỉ cần xách valy vào ở liền.
Hẻm ba gác, cách hẻm ô tô 20m
Bán kính 500m tiện ích đầy đủ chợ, trường học, phòng Gym, siêu thị Emart, đại lộ Phạm Văn Đồng, đi sân bay chưa tới 10 phút…
Pháp lý chuẩn, khu dân trí cao, yên tĩnh.
Sổ sẵn, hoàn công đủ, công chứng trong ngày.
Hỗ trợ vay bank",0352597038,"Nhà ngõ, hẻm",34 m²,68 m²,"175,26 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,Đông Bắc,Hiện trạng khác,3 m,11.5 m,,,"[146.49, 132.64, 121.48, 116.48, 128, 165.85, 165.85, 132.58, 138.06, 124.55, 165, 163.94, 157.6]"
"9.xty,Nhà Hẻm Xe Hơi,Xây Mới Khu VIP giáp Phạm Văn Đồng,62m2 4PN","9,79 tỷ","157,90 triệu/m²",62 m²,"Đường Phạm Văn Đồng, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","CHỈ 9.XTY - NHÀ MỚI KENG,XE HƠI NGỦ NHÀ GIÁP BÌNH THẠNH,TÂN BÌNH,GẦN SÂN BAY TÂN SƠN NHẤT - THỰC TẾ 62M2 4 TẦNG 4PN - HÀNG XÓM DÂN TRÍ , KHU PHÂN LÔ ĐỒNG BỘ ,THÔNG TỨ TUNG RA PHẠM VĂN ĐỒNG , CHỦ THIỆN CHÍ TẶNG FUILL NỘI THẤT NHƯ HÌNH 
☎️ Bấm *** ALO ngay cho Quân
👉 Nhận Ký, Gửi - Tư Vấn,Hỗ trợ tìm Nhà Phố miễn phí các Quận Trung Tâm TP.HCM",0909761320,"Nhà ngõ, hẻm",62 m²,,"157,90 triệu/m²",,4 phòng,,,,,,,,,,"[133.33, 135.54, 130.95, 130.02, 130.02, 136.36, 141.67, 140.35, 142.86, 142.86, 140, 140, 140]"
"Homestay Garden 11Phong,Dòng Tiền 1ty5/nam,110m2 Ngay VincomNguyễn Xí","25,2 tỷ","229,09 triệu/m²",110 m²,"Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","💥 BÁN HOMESTAY NGUYỄN XÍ DÒNG TIỀN MẠNH HƠN 1,5 TỶ/ NĂM – NỞ HẬU TÀI LỘC – XE HƠI NGỦ TRONG NHÀ - SÂN VƯỜN CỰC CHILL - HỖ TRỢ VAY BANK TỐI ĐA
🏢 TÒA NHÀ KINH DOANH HOMESTAY + SÂN VƯỜN KINH DOANH CÀ PHÊ + CHO THUÊ ĐỊA ĐIỂM OFFLINE
📍 Nguyễn Xí, P26, Bình Thạnh, ngay chung cư Richmond 
📐 Diện tích đất: 110m2 diện tích đất sử dụng thực tế 150m2. SIÊU RỘNG 
☀️ Hẻm xe hơi thông, xe hơi ngủ trong nhà
📜 Sổ hồng riêng – hoàn công đầy đủ 
💰 DÒNG TIỀN ỔN ĐỊNH 140triệu/tháng | 1,5 tỷ/năm
• Tỷ suất lợi nhuận CAO - giữ tiền - tạo dòng tiền tốt
• Đang vận hành hết công suất – hỗ trợ quản lý Airbnb - CÓ GIẤY PHÉP KINH DOANH
🛋 FULL NỘI THẤT CAO CẤP – THANG MÁY SANG TRỌNG - VẬN HÀNH NGAY
• Mỗi phòng: máy lạnh, bếp, giường tủ, WC riêng...
• Hệ thống an ninh: khoá vân tay, camera, PCCC
• Tầng trệt rộng rãi kinh doanh cà phê sân vườn... Gần chợ, siêu thị, công viên, trường học, BV Quốc tế, cafe, gym…
✈ Kết nối trực tiếp trục Phạm Văn Đồng - Sân bay Tân Sơn Nhất - ngã tư Hàng Xanh - Trung tâm Thành phố
👉 Giá 25,2 tỷ, thương lượng khách thiện chí - hãy đến tận địa chỉ trải nghiệm giá trị căn nhà.",0909761320,"Nhà ngõ, hẻm",110 m²,,"229,09 triệu/m²",Đã có sổ,nhiều hơn 10 phòng,Nhiều hơn 6 phòng,5,,,Hẻm xe hơi,,,,,"[139.11, 139.11, 129.66, 129.66, 120.58, 120.58, 120.58, 107.48, 107.48, 162, 157.14, 176.92, 176.92]"
"BẠN CỦA CHÍNH CHỦ - CHỈ 3,68 TỶ CÓ NHÀ ĐẸP NGÃ TƯ HÀNG XANH, CẠNH QUẬN","3,68 tỷ","204,44 triệu/m²",18 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","BẠN CỦA CHÍNH CHỦ - CHỈ 3,68 TỶ CÓ NHÀ ĐẸP NGÃ TƯ HÀNG XANH, CẠNH QUẬN 1, Q3 VÀ 5 TRƯỜNG ĐẠI HỌC

-18m2 2 tầng 2pn, 2wc , pk, bếp , ban công thông thoáng
-Đường Xô Viết Nghệ Tĩnh, ngay khu làng đại học Hutech, Ngoại Thương, GTVT, Hồng Bàng ....
-Khu vực an ninh, yên tĩnh , k ngập, di chuyển quận 1, quận 2, quận 3 hay Thủ Đức đều tiện
-Sổ hồng bớt lộc cho khách nào nhanh tay gọi ngay ***",,"Nhà ngõ, hẻm",18 m²,,"204,44 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[147.94, 147.94, 147.69, 144.11, 144.11, 149.26, 165, 130.26, 130.26, 146.5, 146.5, 146.5, 146.5]"
"Nhà đẹp sát HXH đường Quốc lộ 13 ,Xô Viết Nghệ Tĩnh 32m2_3T_5.x tỉ","5,98 tỷ","186,88 triệu/m²",32 m²,"Đường Quốc lộ 13, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Kết cấu: Trệt, 2 lầu BTCT kiên cố. Thiết kế hiện đại, Gồm 3PN, 3WC, PK + bếp mở, phòng giặt phơi, ban công, giếng trời thoáng , gia chủ tặng toàn bộ nội thất, khách về ở ngay hoặc cho thuê giữ tiền 
sổ vuông A4. Dân cư hiện hữu, ko quy hoạch lộ giới , khu hiếm nhà bán 
Lh ngay *** em Mến chuyên nhà phố quận Bình Thạnh và các quận lân cận đủ các phân khúc",,"Nhà ngõ, hẻm",32 m²,,"186,88 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất đầy đủ,,Nhà nở hậu,4 m,8 m,,,[]
SIÊU PHẨM BÌNH THẠNH.GIÁP QUẬN 1 VÀ CHỢ BÀ CHIỂU. 7 TY,7 tỷ,"233,33 triệu/m²",30 m²,"Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🍀Lên Sóng Siêu Phẩm Nhà 4 Tầng Lầu HXH Full Nội Thất
🏡 Bán Nhà HXH 🚗Mai Xuân Thưởng P11( Bình Lợi Trung ) Bình Thạnh
DIỆN TICH.6.X 5.
✔️Diện Tích : 30.5m2 .Dtsd : 122m2 Hoàn Công Đầy Đủ 
✔️Kết Cấu : 1 trệt + 3lầu Sân Thượng Đúc BTCT . GỒM 
3Phòng ngủ 1 phòng Thờ 
✔️Hẻm thoáng mát, an ninh. Cách 1 căn ra mặt tiền đường.
✔️Đi Phạm Văn Đồng. Sân bay chỉ 5p.cv, siêu thị sát bên. 
🎁🎁Tặng Full nội thất cao cấp 
💰
☎️ *** PHÚC ( ĐEN)",,Nhà phố liền kề,30 m²,90 m²,"233,33 triệu/m²",Đã có sổ,5 phòng,4 phòng,5,Nội thất cao cấp,,,5 m,6 m,,,[]
BÁN NHÀ GẦN CHỢ BÀ CHIỂU - NGANG HƠN 5M - 64M2,8 tỷ,"125,79 triệu/m²",63.6 m²,"Đường Bùi Đình Tuý, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🎉GẦN CHỢ BÀ CHIỂU - BÌNH THẠNH
📐 5.2 x 12m | Trệt 2 lầu sân thượng
🛏 5PN - 4WC

- Khu dân trí cao, yên tĩnh, phù hợp gia đình đông người ở lâu dài.
- Vị trí trung tâm, kết nối nhanh Bùi Đình Túy - Phan Châu Trinh, gần BV Gia Định, chợ Bà Chiểu.",0941088231,"Nhà ngõ, hẻm",63.6 m²,,"125,79 triệu/m²",Đã có sổ,5 phòng,4 phòng,4,Nội thất đầy đủ,,,5.2 m,12 m,,,"[128.03, 123.61, 165.15, 165.15, 153.98, 150.82, 154.98, 152.5, 110, 110]"
Nhà mới 2pn 3wc full nội thất XVNT p17 Bình Thạnh,"3,98 tỷ","234,12 triệu/m²",17 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏛🏛🏛 Lên sóng nhà mới 4 lầu ngay ngã tư hàng xanh khu trung tâm. 
💕💕 Bán nhà xô viết nghệ tĩnh p17 bình thạnh 
Vị trí cách xô viết nghệ tĩnh ,điện biên phủ chỉ 50 m. Gần các trường đại học lớn .cách 500m đầy đủ tất cả tiện ich
Dt 3.5×5 . Dtsd 70m vuông
Kết cấu 1 trệt 3 lầu đúc 2pn 3wc sân thượng view landmad 81 . 
Nhà mới tặng full nội thất chỉ cần xách vali vào ở 
Giá chỉ 3ty980 bl 
Bông hồng 🌷🌷🌷50 triệu thân gửi ace mg chạy phụ em .",,"Nhà ngõ, hẻm",17 m²,,"234,12 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,Nội thất cao cấp,,Nhà nở hậu,3.5 m,5 m,,,"[130, 130, 130, 129.94, 130.81, 111.11, 111.11, 111.11, 111.11, 111.11, 111.11, 144.55, 144.55]"
"Hẻm xe hơi Chu Văn An, Dt 5x7m, 2 tầng, Full Nội Thất, Ở liền, 4.68 tỷ","4,68 tỷ","133,71 triệu/m²",35 m²,"Đường Chu Văn An, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Bán nhà Hẻm xe hơi Chu Văn An, Phường 12, Quận Bình Thạnh

- Dt 5x7m
- Kết cấu: 2 tầng
- Vị trí: xe hơi 7 chỗ tới nhà, khu vực an inh, yên tĩnh, dân trí, cạnh học viện cán bộ HCM
- Giá: 4.68 tỷ

Liên hệ: Hoàng Anh. (24/7). (MTG).",,"Nhà ngõ, hẻm",35 m²,,"133,71 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất cao cấp,,,5 m,6 m,,,"[132.67, 132.67, 169.64, 169.64, 133.33, 133.33, 148.64, 148.64, 136.36, 156.25, 143.79, 171.74, 171.74]"
🌿 VIP – BIỆT THỰ MINI ĐÁNG SỐNG 🌿,22 tỷ,"183,33 triệu/m²",120 m²,"Đường Đặng Thùy Trâm, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","🌿 VIP – BIỆT THỰ MINI ĐÁNG SỐNG 🌿
📍 Ngay Đại học Văn Lang – Bình Thạnh
🏡 Không gian ở – nghỉ dưỡng – đầu tư đều chuẩn
✨ Có những căn nhà sinh ra không phải để so sánh…
Mà để dành cho người muốn sống khác – sống chất – sống lâu dài.
🔹 Diện tích: 6 x 20m – vuông vức, đẹp hiếm
🔹 Kết cấu:
Hầm – Trệt – Lửng – 3 Lầu – Sân thượng
➡️ 5 Phòng ngủ – 6 WC – phòng khách lớn – bếp rộng
🔹 Vị trí: Ngay ĐH Văn Lang, khu dân cư cao cấp
➡️ Ở cực sướng – làm CHDV / căn hộ cho thuê dòng tiền rất tốt
🔹 Khu vực yên tĩnh – văn minh – cực kỳ đáng sống
📜 Pháp lý: Sổ chuẩn, công chứng ngay
(xứng tầm vị trí & đẳng cấp)
Lh ngay : QUỐC KIỆT NHÀ PHỐ",,Nhà biệt thự,120 m²,600 m²,"183,33 triệu/m²",Đã có sổ,5 phòng,6 phòng,6,Nội thất đầy đủ,,Hẻm xe hơi,6 m,20 m,,,[]
Nơ Trang Long – 2 tầng đúc 2PN 2WC full nội thất giáp Quận 1 3.9 tỏi,"3,9 tỷ",195 triệu/m²,20 m²,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Một buổi sáng mở cửa, vài bước chân là tới Bệnh viện Gia Định… khu trung tâm mà giá còn mềm thế này – không nhanh là tiếc.

Nơ Trang Long P.Gia Định Bình Thạnh – Hẻm ô tô – 2 tầng đúc 2PN 2WC – full nội thất – giáp Quận 1 – 3.9 tỏi

📍 Vị trí:
Đường Nơ Trang Long, ngay Bệnh viện Gia Định, Ung Bướu, sát mặt tiền Phan Đăng Lưu.
Từ nhà chạy vài phút là qua Quận 1 – đi làm, đi học hay kinh doanh đều tiện.
Khu dân cư hiện hữu, gần trường học, ngân hàng, tiện ích đầy đủ.

📐 Diện tích:
20m² (3.8x6) – nhỏ gọn nhưng bố trí cực kỳ hợp lý.

🏗 Kết cấu:
1 trệt 1 lầu đúc kiên cố.
2 phòng ngủ, 2WC.
Nhà mới keng, sáng sủa, vô ở liền không cần sửa sang.

🛋 Nội thất:
Đầy đủ cơ bản – khách chỉ cần xách vali vào là ở.

Hẻm:
Hẻm sạch sẽ, an ninh, dân trí cao.

📜 Pháp lý:
Sổ hồng riêng, hoàn công đủ – công chứng ngay.

💰 Giá chào: 3.9 tỏi – khu giáp Quận 1 mà tầm giá này cực hiếm.

Anh chị đang tìm căn nhỏ gọn, tài chính vừa phải, ở trung tâm Bình Thạnh – đây là lựa chọn rất đáng xem.",0865262753,"Nhà ngõ, hẻm",20 m²,40 m²,195 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,,3.8 m,6 m,,,"[168.37, 168.37, 120.71, 120.71, 124.24, 124.53, 117.12, 117.12, 143.52, 123.86, 143.64, 151.05, 151.05]"
BÁN NHÀ 3PN SÁT MẶT TIỀN LÊ VĂN DUYỆT- BÌNH THẠNH- SÁT VÁCH Q.1,"6,25 tỷ","231,48 triệu/m²",27 m²,"100/50/16, Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🏡 4 Tầng - Giáp Quận 1 - Ngay cầu Bông - Nhà Xây Mới 
👉 1 Trệt 1 lửng 2 lầu ( 3 Phòng ngủ Master 4 Wc )
➡️Vị Trí: Hẻm trước nhà 2,5 mét. Nhà nằm gần Chợ Bà Chiểu, giáp Quận 1, gần trường học, bệnh viện lớn
👉 Hẻm sạch sẽ An ninh, dân trí cao
📖 Sổ hồng riêng, hoàn công đủ, công chứng ngay.",0857100089,"Nhà ngõ, hẻm",27 m²,,"231,48 triệu/m²",Đã có sổ,3 phòng,4 phòng,,Nội thất cao cấp,,,,,,,"[114.21, 132.45, 132.45, 138.58, 159.52, 157.22, 143.26, 143.26, 166.67, 180.95, 180.95, 180.95, 180.95]"
Bán HẺM XE HƠI Xô Viết Nghệ Tĩnh - Dt 6x9m - 3PN - Vào ở liền - 7.3 tỷ,"7,3 tỷ","135,19 triệu/m²",54 m²,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Thạnh Mỹ Tây, TP Hồ Chí Minh mới)","Bán nhà hẻm xe hơi Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh.

- Dt: 6x9m
- Kết cấu: 2 lầu - 3PN
- Vị trí: Trung Tâm Bình Thạnh - Gần vòng xoay Hàng Xanh - Sát Quận 1. - 3 Phút ra Điện Biên Phủ - 5 phút ra Quận 1 - Hẻm xe hơi tới cửa - Tiện ích đầy đủ.
- Giá: 7.3 tỷ.

Liên hệ: Hoàng Anh. (MTG). (24/7).",,"Nhà ngõ, hẻm",54 m²,,"135,19 triệu/m²",Đã có sổ,3 phòng,3 phòng,,,,Hẻm xe hơi,6 m,9 m,,,"[141.06, 149.94, 122.79, 122.79, 142.86, 158.46, 158.46, 122.12, 120.52, 158.06, 142.04, 175.53, 176.33]"
🍀VÂN KIỀU AN CƯ🍀 40m2 - Hẻm Ô Tô - Gần mặt tiền - Ngang to 4.5m,"3,85 tỷ","106,94 triệu/m²",36 m²,"Đường Lê Quang Định, Phường 7, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Gia Định, TP Hồ Chí Minh mới)","🍀VÂN KIỀU AN CƯ🍀

🏡 Nhà Lê Quang Định P5 – Giáp Quận 1 – Vài Bước Ra Hẻm Ô Tô

✨ Gần mặt tiền – Khu dân trí cao – Pháp lý chuẩn – Giá dưới 4 tỷ hiếm có

📐 4.5m x 8m – 2 Tầng – Chỉ 3.85 Tỷ

🔹 Vị trí: Đường Lê Quang Định, Phường 5, Quận Bình Thạnh – giáp Quận 1, di chuyển cực nhanh vào trung tâm
🔹 Gần Bệnh viện Ung Bướu, Bệnh viện Gia Định, sân bay, các trường Đại học lớn
🔹 Kết cấu: 1 trệt 1 lầu – 2 phòng ngủ master – 2 WC – thiết kế rộng rãi thoáng mát
🔹 Hẻm: Cách hẻm ô tô vài bước chân – hẻm sạch sẽ, an ninh, dân trí cao
🔹 Pháp lý: Sổ hồng riêng – hoàn công đủ – công chứng ngay",,"Nhà ngõ, hẻm",36 m²,,"106,94 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Nhà nở hậu,4.5 m,8 m,,,"[134.04, 125.8, 125.8, 125.8, 138.64, 138.64, 147.14, 164.14, 163.79, 163.79, 140.91, 140.91, 140.91]"
"Gấp bán ""6.7 Tỷ giảm về 6.1 Tỷ"" - Bán đất tặng nhà 2 tầng 50m2 P.6","6,19 tỷ","123,80 triệu/m²",50 m²,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","Vị trí Hoàng Hoa Thám P.6 Bình Thạnh
+ Diện tích: 4.2m x 12m
+ Hiện trạng: 2 tầng. Có 2PN
+ Nhà cũ theo thời gian phù hợp phương án cải tạo lại hoặc xây dựng mới
+ Khu xây dựng 5 tầng
+ Hẻm xe hơi 

""Nhận ký gửi và hỗ trợ định giá miễn phí nhà đất Sài Gòn""
Miễn tiếp môi giới",0906882189,"Nhà ngõ, hẻm",50 m²,90 m²,"123,80 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,4.2 m,12 m,,,"[153.95, 163.46, 136.96, 157.14, 157.14, 147.59, 134.85, 134.85, 151.67, 151.67, 162.16, 162.16, 135.15]"
Hàng hiếm hẻm xe tải 6m - Bán đất tặng nhà 2 tầng 54m2 - Nguyễn Xí,"7,89 tỷ","140,89 triệu/m²",56 m²,"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Lợi Trung, TP Hồ Chí Minh mới)","+ Vị trí Nguyễn Xí P.13 Bình Thạnh.
+ Diện tích: ~4m x 14m 
+ Hiện trạng: 2 tầng. Nhà cũ phù hợp xây dựng mới, xây ở, xây CHDV. 
+ Hẻm to 6m xe tải tới nhà. Cách vài căn ra mặt tiền
Miễn tiếp môi giới",,"Nhà ngõ, hẻm",56 m²,100 m²,"140,89 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Hoàn thiện cơ bản,,,4 m,14 m,,,"[130, 130, 130, 177.82, 177.82, 158.33, 158.33, 167.57, 172.55, 172.55, 162, 158.1, 158.1]"
"Quá rẻ chỉ ""99tr/m2"" - Bán gấp nhà 2 tầng 78m2 - Ngang 6m hẻm xe hơi","7,79 tỷ","99,87 triệu/m²",78 m²,"Đường Trần Văn Kỷ, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","Vị trí hẻm 1/ Trần Văn Kỷ P.14 Bịnh Thạnh 
+ Diện tích: 6m x 13m 
+ Kết cấu: 2 tầng đúc BTCT. Gồm 2PN + 2WC 
+ Nhà đẹp tự xây dựng tâm huyết, rộng 6m bề thế để lại toàn bộ nội thất dọn vào ở ngay. Sử dụng năng lượng mặt trời tiết kiệm điện. 
+ Vị trí đẹp trung tâm Bình Thạnh tiện ích bao quanh
+ Hẻm trước nhà 4m. Xe hơi đổ cửa cách vài căn ra mặt tiền 
Miễn tiếp môi giới",,"Nhà ngõ, hẻm",78 m²,78 m²,"99,87 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Hoàn thiện cơ bản,,Hẻm xe hơi,6 m,13 m,,,"[112.5, 115.85, 115.85, 96.88, 119.05, 133.33, 137.93, 137.93, 142.86, 147.06, 147.06, 147.06, 147.06]"
🌈🌈HÀNG HIẾM🚘 HẺM Ô TÔ TỚI CỬA - 44M2 - 2 TẦNG -PHAN CHU TRINH-BÌNH THẠ,"5,5 tỷ",125 triệu/m²,44 m²,"Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","🏗️ Kết cấu: 2 tầng-Gồm 2 PN-2WC
📐DT : 3.6m ❌ 12m
📍Gần chợ bà chiểu, Bạch Đằng, trường học... sát Q1, tiện ích đầy đủ
📚Pháp lý chuẩn",039372 ***,"Nhà ngõ, hẻm",44 m²,44 m²,125 triệu/m²,Đã có sổ,2 phòng,2 phòng,2,,,Hẻm xe hơi,3.6 m,12 m,,,"[138, 143.44, 125.9, 132.69, 132.69, 136.36, 136.36, 134.62, 140, 140, 140, 140, 140]"
ĐINH BỘ LĨNH NHÀ MỚI 3 TẦNG - 2 PN 2WC - HẺM AN NINH - FULL NỘI THẤT,"2,75 tỷ","196,43 triệu/m²",14 m²,"Đường Đinh Bộ Lĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh (Phường Bình Thạnh, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍


Nằm trên trục Đinh Bộ Lĩnh – khu vực sôi động, di chuyển đâu cũng tiện – nhưng căn nhà lại ẩn mình trong con hẻm thông yên tĩnh, sạch sẽ, hàng xóm hiền hòa.

✨ Vị trí: Đinh Bộ Lĩnh, phường trung tâm quận Bình Thạnh – vài phút là qua Quận 1, bến xe, trường học, chợ đều sát bên.
✨ Diện tích: 14m² – nhỏ gọn nhưng bố trí cực kỳ hợp lý.
✨ Kết cấu: 1 trệt 2 lầu đúc kiên cố.

Tầng trệt: phòng khách + bếp gọn gàng.

Lầu 1 & 2: 2 phòng ngủ riêng tư, 2WC đầy đủ.
✨ Hiện trạng: Nhà mới, sạch sẽ, thiết kế hiện đại. Chủ tặng full nội thất – giường, tủ, máy lạnh… chỉ xách vali vào ở.
✨ Hẻm:an ninh, sạch sẽ
✨ Pháp lý: Sổ hồng riêng, hoàn công đủ, chủ bao sang tên nhanh gọn.


Căn nhà phù hợp cho vợ chồng trẻ, người độc thân làm việc trung tâm, hoặc mua giữ tiền cho thuê vì khu này lúc nào cũng có nhu cầu.

💰 Giá: 2 tỏi 75 
Phân khúc nhà mới dưới 3 tỏi tại khu vực này gần như rất hiếm.",,"Nhà ngõ, hẻm",14 m²,42 m²,"196,43 triệu/m²",Đã có sổ,2 phòng,2 phòng,3,Nội thất đầy đủ,,,3.6 m,4 m,,,"[141.33, 130, 130, 127.27, 127.27, 105.28, 105.28, 123.17, 110.53, 162.67, 185.77, 145.23, 145.23]"
