tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
"Nhà mặt tiền thụt Phú Nhuận, DTSD 140 m2, 3 phòng ngủ, Sát Hồ Văn Huê","7,2 tỷ","198,90 triệu/m²",36.2 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Nhà ô tô đổ cửa, khu phân lô đồng bộ cực yên tĩnh, an toàn và dân trí cao.
- Vị trí đắc địa nằm ngay trên đường Bùi Văn Thêm, giáp Hồ Văn Huê, Nguyễn Kiệm, Thích quảng đức. Tiện di chuyển về quận 1, Bình Thạnh, Gò Vấp, sân bay, bệnh viện 175…
- Kết cấu : 1 trệt 3 lầu sân thượng
- Công năng : 3 phòng ngủ, 4 WC, phòng khách, bếp, sân thượng…
- Hẻm trước nhà lót gạch sạch đẹp, hàng xóm dân trí , vài bước chân ra mặt tiền.
- Giá nhỉnh 7 tỷ còn thương lượng",0907071476,"Nhà ngõ, hẻm",36.2 m²,140 m²,"198,90 triệu/m²",,3 phòng,4 phòng,4,,,Hẻm xe hơi,4 m,10 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
Siêu phẩm hẻm oto thông - 60m2- Thích Quảng Đức,"9,8 tỷ","163,33 triệu/m²",60 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","📐60m2 | trệt lầu
🛏️ 3PN - 3WC, phòng thờ, phòng khách, bếp
- Nhà có sân để xe và sân phơi đồ rất tiện lợi, full nội thất xịn sò
- Hẻm xe hơi thông, phù hợp ở kết hợp kinh doanh dịch vụ: nail, spa, online.",,"Nhà ngõ, hẻm",60 m²,,"163,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,2,Nội thất cao cấp,,Hẻm xe hơi,4 m,15 m,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
MẶT TIỀN THÍCH QUẢNG ĐỨC. 40m2 DT 26TR/T G11 tỷ 3,"11,3 tỷ","282,50 triệu/m²",40 m²,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","CHỦ GẤP BÁN GIẢM 700TR GIÁ MỚI 11 TỶ 3

Thích Quảng Đức ,Phường 4 Phú Phú Nhuận 

VỊ TRÍ TUYỆT ĐẸP SẦM UẤT NHẤT THÍCH QUẢNG ĐỨC .

Nhà đối diện trưởng học kinh doanh buôn bán khỏi chê, hiện tại nhà đang cho thuê 26tr/t , dòng tiền ổn định. Hết hạn thuê 31/5/2026 có thể gia hạn, or khách mua chuyển đổi hợp đồng thuê.
Diện tích: 3,2 x 13, công nhận 40 chuẩn, 1 trệt 1 lầu nói chung nhà mua về để nguyên cho thuê or xây dựng mới là tuyệt vời.
Hãy gọi Mr. Quý nhé",0962961239,"Nhà mặt phố, mặt tiền",40 m²,80 m²,"282,50 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,,3.2 m,13 m,,,[]
"VỊ TRÍ VÀNG HIẾM CÓ - Khu ẩm thực Phan Xích Long, gần Coop Rạch Miễu",10 tỷ,"169,21 triệu/m²",59.1 m²,"71/43, Đường Nguyễn Công Hoan, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","• Diện tích: Gần 60m²
• Kết cấu: 1 trệt 2 lầu, 4PN, 4WC
• Hướng: Tây Bắc
• Vị trí: Nằm trong khu dân trí cao, an ninh, gần trường Cầu Kiệu, Bệnh viện Hoàn Mỹ. Thích hợp vừa ở vừa kinh doanh online hoặc cho thuê.
• Giá: 10 tỷ.
Đừng bỏ lỡ cơ hội sở hữu căn nhà cực kỳ tiềm năng này.
Gọi ngay *** để xem nhà!
________________________________________",0909044701,"Nhà ngõ, hẻm",59.1 m²,150 m²,"169,21 triệu/m²",Đã có sổ,4 phòng,4 phòng,4,Hoàn thiện cơ bản,Tây Bắc,Hẻm xe hơi,3.3 m,18 m,,,"[171.05, 171.05, 171.05, 171.05, 171.05, 171.05, 162.22, 147.62, 151.11, 173.14, 173.14, 199.55, 199.55]"
Bán nhà 4 tầng-ngang hơn 4m-hxh- sát mặt tiền,"8,8 tỷ","195,56 triệu/m²",45 m²,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","✅Diện tích : 4.4x 10m, nhà 4 tầng sân thượng trước, 4PN - 5WC.
✅ Hẻm xe hơi đỗ cửa, khu dân trí tốt, yên tĩnh, nhà phù hợp với gia đình có người lớn tuổi.
✅ Gần chợ Cây Quéo, trường cấp 3 Hoàng Hoa Thám, Bệnh viện Gia Định.
✅ Phù hợp mua ở lâu dài.",,"Nhà ngõ, hẻm",45 m²,,"195,56 triệu/m²",Đã có sổ,4 phòng,5 phòng,4,Nội thất đầy đủ,,Hẻm xe hơi,4.4 m,10 m,,,"[131.82, 153.75, 127.97, 150.89, 129.69, 129.69, 147.26, 141.79, 166.37, 166.37, 146.88, 126.67, 126.67]"
NHÀ ĐẸP KHU SIÊU VIP HUỲNH VĂN BÁNH-HXH-52M2,"9,7 tỷ","186,54 triệu/m²",52 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","📐 52m² | Trệt + 2 lầu, ban công 2 mặt thoáng
🛏️ 2PN - 3WC

- Nhà do chủ là kiến trúc sư thiết kế – xây để ở, BTCT cực chắc chắn
- Thiết kế tối ưu không gian sống – phong cách hưởng thụ
- Hẻm ô tô sạch đẹp, khu dân trí yên tĩnh, hàng xóm toàn sếp.",,"Nhà ngõ, hẻm",52 m²,,"186,54 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,Nội thất cao cấp,,Hẻm xe hơi,5.2 m,10 m,,,"[161.38, 161.38, 161.38, 158.79, 153.85, 187.39, 187.39, 141.19, 173.79, 153.67, 183.82, 183.82, 204.55]"
"🏠 BÁN NHÀ MẶT TIỀN PHAN XÍCH LONG, PHÚ NHUẬN – SỔ HỒNG CHÍNH CHỦ",20 tỷ,"418,41 triệu/m²",47.8 m²,"Đường Phan Xích Long, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Cần bán căn nhà tọa lạc tại vị trí đắc địa trên đường Phan Xích Long, Phường 1, Quận Phú Nhuận (ĐC cũ). Đây là khu vực ""vàng"" sầm uất bậc nhất Phú Nhuận, giao thông thuận tiện, kinh doanh đa ngành nghề.
✨ Thông tin chi tiết:
• Địa chỉ: 54 Phan Xích Long, Phường 1, Quận Phú Nhuận, TP.HCM.
• Diện tích đất: 47.87 m² (Sử dụng riêng hoàn toàn).
• Tổng diện tích sử dụng: 137,3 m².
• Kết cấu nhà: 4 tầng (Trệt + 3 lầu), tường gạch, sàn và mái BTCT kiên cố.
• Pháp lý: Sổ hồng chính chủ, giấy tờ rõ ràng, hoàn công đầy đủ.
💎 Ưu điểm nổi bật:
• Vị trí đắc địa: Nằm trong khu Phan Xích Long nổi tiếng với các dịch vụ ăn uống, văn phòng, ngân hàng và bệnh viện.
• Kết cấu sẵn có: Nhà xây 3 tầng chắc chắn, diện tích sử dụng lớn (hơn 137m²), cực kỳ phù hợp để vừa ở vừa mở văn phòng công ty, spa, hoặc cho thuê giá cao.
• Khu vực dân trí: An ninh tốt, tiện ích xung quanh không thiếu thứ gì.
________________________________________
💰 Giá bán: 2x tỷ (x nhỏ xíu) - Có thương lượng cho khách thiện chí.",,"Nhà mặt phố, mặt tiền",47.8 m²,,"418,41 triệu/m²",,4 phòng,3 phòng,,,,,,,,,[]
BÁN NHÀ KHU VIP PHAN ĐĂNG LƯU - SÁT HẺM XE HƠI,"4,95 tỷ","206,25 triệu/m²",24 m²,"Đường Nguyễn Lâm, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🏠NHÀ ĐẸP ĐÓN XUÂN - KHU PHAN ĐĂNG LƯU
🚶‍♂️ 30m ra mặt tiền |💰Giá: 4 tỷ 950
📐 24m2 | Trệt 2 lầu + sân thượng
🛏 2PN – 3WC

- Căn góc thoáng sáng, mát mẻ.
- Giáp phố ẩm thực Phan Xích Long - Vạn Kiếp, tiện ích chỉ vài bước chân.",0941088231,"Nhà ngõ, hẻm",24 m²,,"206,25 triệu/m²",Đã có sổ,2 phòng,3 phòng,4,Nội thất đầy đủ,,,3 m,8 m,,,"[149.65, 161.06, 161.06, 145.83, 161.82, 143.48, 143.48, 150.61, 137.93, 150.68, 150.68, 150.68, 150.68]"
BÁN NHÀ KHU SIÊU GIÀU ĐẶNG VĂN NGỮ-SÁT MT-32M2,"6,3 tỷ","196,88 triệu/m²",32 m²,"Đường Đặng Văn Ngữ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","✅ Diện tích: 3.9 x8.5m, gồm 1 trệt, 2 lầu, 3PN, 3WC, sân để xe riêng, giếng trời sau nhà thoáng sáng.
✅ Gần trường Tiểu học Phạm Ngọc Thạch, đi bộ ra Huỳnh Văn Bánh - Trường Sa vài bước.
✅ Phù hợp gia đình trẻ hoặc khai thác cho thuê.",0941088231,"Nhà ngõ, hẻm",32 m²,,"196,88 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất đầy đủ,,,3.9 m,8.5 m,,,[]
Bán nhà 5 tầng khu Phan Xích Long-45m2-oto tới nhà,"9,5 tỷ","211,11 triệu/m²",45 m²,"Đường Cầm Bá Thước, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","👉 Thông tin:
📐45m2 | trệt lửng 3 lầu sân thượng
🛏️ 4PN + 1PN master - 5WC

 - Xe taxi đón tận nhà, hẻm sạch sẽ, an ninh, khu nhà cao tầng đồng bộ
 - Ngay trung tâm phố ẩm thực sầm uất, tiện ích muôn vàn
 - Phù hợp vừa ở vừa kinh doanh: nail, spa, online, mở văn phòng hoặc khai thác cho thuê",,"Nhà ngõ, hẻm",45 m²,,"211,11 triệu/m²",Đã có sổ,5 phòng,5 phòng,5,Nội thất đầy đủ,,Hẻm xe hơi,5 m,9 m,,,"[148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75, 148.75]"
Bán nhà hẻm oto khu VIP Đào Duy Anh-50m2,"9,69 tỷ","193,80 triệu/m²",50 m²,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌺 NHÀ HẺM 1 SẸC XE HƠI THÔNG - ĐÀO DUY ANH - HỒNG HÀ 💰Giá 9.x tỷ

📐4.1 x12m | trệt lầu
🛏️ 2PN - 2WC

 - Hẻm xe hơi thông Hồng Hà, ngay khu VIP cán bộ, dân trí, an ninh
 - Vài bước tới CV Gia Định, gần trường TH Hồ Văn Huê, THPT Phú Nhuận
 - Phù hợp ở lâu dài hoặc khai thác cho thuê

☎️",,"Nhà ngõ, hẻm",50 m²,,"193,80 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4.1 m,12 m,,,"[214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06, 214.06]"
"Hẻm 6m sát mặt tiền đường Trần Khắc Chân 35m2_2 tầng BTCT_6,25 tỉ TL","6,25 tỷ","178,57 triệu/m²",35 m²,"Đường Trần Khắc Chân, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Hẻm nhựa 6m sạch đẹp cách 30m ra mặt tiền đường, khu dân trí cao, an ninh phù hợp vừa ở vừa kd 
Kết cấu : 1 trệt 1 lầu có ban công rộng_ Gồm: 3 phòng ngủ, 2 wc, phòng khách và bếp . Gia chủ tặng toàn bộ nội thất đẹp mới
_ Sổ hồng riêng hoàn công đầy đủ, nhà đẹp hiếm có trong phân khúc, khách nhanh tay kẻo bỏ lỡ cơ hội 
Lh ngay *** em Mến chuyên nhà phố quận Phú Nhuận và các quận lân cận đủ các phân khúc",,"Nhà ngõ, hẻm",35 m²,,"178,57 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,3.5 m,10 m,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"Hẻm Hồ Biểu Chánh, DT 3.5x8m nở hậu 4.5m, 3PN, MỚI, ở liền - 5.92 tỷ","5,92 tỷ","169,14 triệu/m²",35 m²,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Bán nhà hẻm Huỳnh Văn Bánh, phường 11, Phú Nhuận.

- Dt 3.5x8m nở hậu chữ L 4.5m.
- Kết cấu: 1 trệt 2 lầu - 3PN - nhà mới - Vào ở liền - Chỉ cần xách vali vào ở liền.
- Vị trí: Hẻm trước nhà 8m - cách hẻm xe hơi 30m - đi đâu cũng gần - làm gì cũng tiện - Tiện ích đầy đủ.
- Giá: 5.92 tỷ.

Liên hệ: Hoàng Anh. (24/7). (MTG).",0909536327,"Nhà ngõ, hẻm",35 m²,,"169,14 triệu/m²",Đã có sổ,3 phòng,2 phòng,,Nội thất đầy đủ,,,,,,,"[155.74, 155.74, 155.74, 155.74, 155.74, 155.74, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71]"
"Hẻm xe hơi Bùi Văn Thêm, 10x5m, 3PN, Full nội thất, Ở liền - 7.2 tỷ","7,2 tỷ",144 triệu/m²,50 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Bán nhà hẻm xe hơi Bùi Văn Thêm, Phường 9, Quận Phú Nhuận.

- Dt 10x5m
- 1 trệt 2 lầu sân thượng - 3PN 4WC - Full nội thất - Chỉ cần xách vali vào ở liền
- Vị trí: Đẹp - An ninh - Hẻm xe hơi đỗ cửa - Cách Công viên Gia Định chỉ 1 phút đi bộ.
- Giá: 7.2 tỷ.

Liên hệ: Hoàng Anh. (24/7). (MTG).",,"Nhà ngõ, hẻm",50 m²,,144 triệu/m²,Đã có sổ,3 phòng,3 phòng,,Nội thất đầy đủ,,,10 m,5 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
Ban nha moi dep tang full noi thảt chinh chu,"7,2 tỷ",200 triệu/m²,36 m²,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🏡 ĐẸP NHƯ KHÁCH SẠN MINI – HẺM ÔTÔ PHÚ NHUẬN – CẠNH CÔNG VIÊN GIA ĐỊNH – GẦN SÂN BAY TÂN SƠN NHẤT 
7ty200 thương lượng 
📍 Bùi Văn Thêm, Phường 9, Phú Nhuận – vị trí hiếm nhà
💎 Diện tích đất: ngang 9x dài 4m 
🏠 Kết cấu: 1 trệt + 2 lầu + sân thượng
🛏️ 3 phòng ngủ – 4 WC
🛋️ Nội thất mới, xách vali vào ở ngay

✨ Ưu điểm nổi bật:
✔️ Cách Công viên Gia Định 1 phút đi bộ
✔️ Gần sân bay Tân Sơn Nhất, di chuyển thuận tiện, khai thác tốt
✔️ Nhà xây kiên cố, mặt tiền kiểu khách sạn mini rất đẹp, 1 căn ra mặt tiền Bùi Văn Thêm
✔️ Khu dân trí cao
💰 Giá bán: 7 tỷ 200 thương lượng 
Liên hê Tuấn xem nhà",0906761832,"Nhà ngõ, hẻm",36 m²,108 m²,200 triệu/m²,Đã có sổ,3 phòng,4 phòng,3,Nội thất cao cấp,Đông Nam,Nhà nở hậu,9 m,4 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
BÁN NHÀ HXH PHAN ĐĂNG LƯU. 3PN FULL NT. SHR VUÔNG VỨC. NHỈNH 6TỶ TL,"6,2 tỷ","206,67 triệu/m²",30 m²,"Phan Đăng Lưu, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌹🌹 BÁN NHÀ PHAN ĐĂNG LƯU PN - 3PN FULL NT - HXH ĐỖ CỬA, 30M RA MẶT TIỀN - SHR A4 - NHỈNH 6TỶ TL",,"Nhà ngõ, hẻm",30 m²,60 m²,"206,67 triệu/m²",Đã có sổ,3 phòng,2 phòng,2,Nội thất đầy đủ,Đông Nam,Hẻm xe hơi,3 m,10 m,,,"[151.28, 160.14, 160.14, 174.11, 174.11, 120.31, 180.69, 180.69, 165.12, 211.88, 211.88, 211.88, 211.88]"
LỘC XUÂN SÁT MẶT TIỀN PHAN ĐĂNG LƯU PHÚ NHUẬN -28m2 - 4 tầng BTCT -3 p,"4,85 tỷ","173,21 triệu/m²",28 m²,"Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","LỘC XUÂN SÁT MẶT TIỀN PHAN ĐĂNG LƯU PHÚ NHUẬN -28m2 - 4 tầng BTCT -3 pn hẻm xe hơi chủ trao nhanh 4.85 T 

Ngang 4 vuông vức thích hợp vừa ở vừa kinh doanh phòng mạch spa . Thuận lợi qua sân bay quận 1 quận 3 Tân bình 

Sổ riêng hoàn công đủ P1727 

Gọi nhanh *** xem nhà chính chủ",0902661048,"Nhà ngõ, hẻm",28 m²,,"173,21 triệu/m²",,3 phòng,,,,,Hẻm xe hơi,,,,,"[161.09, 161.09, 161.09, 161.09, 161.09, 161.09, 209.93, 209.93, 209.93, 209.93, 209.93, 209.93, 209.93]"
HẺM XE HƠI KHUVIP PHAN XÍCH LONG- HOA SỮA- THU NHẬP SẴN 35Tr/THÁNG,"13,5 tỷ","214,29 triệu/m²",63 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🏡 PHÚ NHUẬN - Phường 7
KHUVIP 1 SẸC PHAN XÍCH LONG - NGUYỄN CÔNG HOAN 
- Diện tích 63M; 5 tầng sân thượng. 
- 6 Phòng phép kín, dòng tiền 35Triệu tháng.
- Hẻm nhựa xe hơi đến nhà, dân trí cao. Ngay ngã tư Phan Xích Long, gần công viên Phú Nhuận, liền kề Quận 1.
📍13,5 tỷ 
☎️***

🌼 NHÀ THẬT - GIÁ THẬT - GẶP CHÍNH CHỦ 🌼
#bannhaphunhuan #nhaphunhuan #chdv",0961999283,"Nhà mặt phố, mặt tiền",63 m²,,"214,29 triệu/m²",Đã có sổ,6 phòng,,5,,,Hẻm xe hơi,,,,,[]
Nhà 3 tầng hẻm Hồ Biểu Chánh,"2,8 tỷ","186,67 triệu/m²",15 m²,"Đường Hồ Biểu Chánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Chủ thiện chí cần bán nhà 3 tầng hẻm Hồ Biểu Chánh,f11 phí nhuận
Nhà có 2pn, 3wc. 
Dt 3,1x4,75
Chỉ 2.8 ti bớt lộc",,"Nhà ngõ, hẻm",15 m²,26 m²,"186,67 triệu/m²",Đã có sổ,2 phòng,3 phòng,3,Hoàn thiện cơ bản,,Hẻm xe hơi,3.15 m,4.85 m,,,"[155.74, 155.74, 155.74, 155.74, 155.74, 155.74, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71, 128.71]"
Trung tâm Ngã 4 Phú Nhuận Nhà 2 tầng 2PN full nội thất Sổ hồng riêng,"2,95 tỷ","113,46 triệu/m²",26 m²,"Đường Huỳnh Văn Bánh, Phường 15, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","📣🔥 QUỐC KIỆT NHÀ PHỐ 🔥📍

Trung tâm Ngã 4 Phú Nhuận – Nhà 2 tầng 2PN full nội thất – Sổ hồng riêng – Chỉ 2 tỏi 950 củ

Có những căn nhà bước vào là thấy ấm liền…
Nhỏ xinh thôi, nhưng đủ để một gia đình trẻ bắt đầu hành trình của mình ngay giữa trung tâm.

📍 Vị trí: Đường Huỳnh Văn Bánh, Phường Cầu Kiệu, Phú Nhuận – ngay Ngã 4 Phú Nhuận, đi đâu cũng tiện, vài phút qua Quận 1, Bình Thạnh.
📐 Diện tích: (ngang 6,5m dài 4 m).
🏠 Kết cấu: 1 trệt 1 lầu đúc thật.
🛏 Công năng: 2 phòng ngủ, 2 WC – đủ riêng tư cho gia đình nhỏ.
🚗 Hẻm: Hẻm thông, sạch sẽ, khu dân trí, an ninh.
🎁 Hiện trạng: Tặng full nội thất – dọn vào ở ngay, không cần sắm sửa thêm.
📜 Pháp lý: Sổ hồng riêng, chuẩn chỉnh, sang tên nhanh.

💰 Giá: 2 tỏi 950 củ (thương lượng thiện chí).

Giữa trung tâm Phú Nhuận mà tài chính chưa tới 3 tỏi, tìm được căn 2 tầng ở ngay như vậy thật sự không dễ.",,"Nhà ngõ, hẻm",26 m²,38 m²,"113,46 triệu/m²",Đã có sổ,2 phòng,2 phòng,2,Nội thất đầy đủ,,,6.5 m,4 m,,,"[154.58, 154.58, 154.58, 154.58, 141.02, 134.43, 134.43, 151.36, 151.36, 179.04, 179.04, 170.17, 170.17]"
Rất ngon HXH 5m Nguyễn Trọng Tuyển 5 tầng 9PN cao cấp 21 tỷ,"20,999 tỷ","291,65 triệu/m²",72 m²,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Rất ngon đối diện khu Biệt thự Nguyễn Trọng Tuyển Phú Nhuận đoạn giao Nguyễn Văn Trỗi, rất VIP nhà có 9 phòng ngủ cao cấp, có thang máy, oto ngủ trong nhà

Diện tích 4m x 18m (công nhận 72m2), kết cấu 4 tầng rất kiên cố bê tông cốt thép (trệt 3 lầu sân thượng)tổng DTSD 226m2, khu rất ít nhà bán, nhà rất ngon chính chủ vừa ở vừa kinh doanh

Công năng sử dụng 9 phòng ngủ cao cấp rất xịn, vị trí rất gần trung tâm, ngay nút giao Nguyễn Văn Trỗi, hẻm trước nhà nhựa 5m, oto ngủ trong nhà

Khu dân trí rất cao, phù hợp ở lâu dài hoặc đầu tư cho thuê CHDV, AirB&B, văn phòng kinh doanh đều đỉnh

Sổ đẹp khu phân lô chuẩn pháp lí, sang tên trong ngày Chủ rất thiện chí bán trước tết
Giá bán 21 tỷ (vẫn còn thương lượng)",,"Nhà mặt phố, mặt tiền",72 m²,226 m²,"291,65 triệu/m²",Đã có sổ,9 phòng,Nhiều hơn 6 phòng,5,Nội thất cao cấp,,Hẻm xe hơi,4 m,18 m,,,"[285.71, 285.71, 256.51, 256.51, 254.72, 254.72, 266.67, 283.95, 281.14, 281.48, 281.48, 281.48, 281.48]"
"HẺM XE HƠI ĐƯỜNG HOA SỮA-PHAN XÍCH LONG PHÚ NHUẬN 4x16m 4 TẦNG 15,7 TỶ","15,7 tỷ","227,87 triệu/m²",68.9 m²,"Đường Hoa Sữa, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Hẻm xe hơi đường Hoa Sữa-Phan Xích Long P.7 Q.Phú Nhuận
- Diện tích : 4x16 nở hậu 6m 
- Kết cấu : Trệt, 3 lầu, 5 phòng ngủ, 4toilet đang có hợp đồng thuê sẵn, cần bán gấp giảm giá mạnh, ngay khu ẩm thực Phan Xích Long sầm uất, đủ thứ tiện ích, ngân hàng, nhà hàng, cafe các thương hiệu lớn.
- Giá bán: GIẢM CÒN 15,7 tỷ
- Đơn giá : 227tr/m2
LH: *** Trân Nguyễn nhà phố",,"Nhà ngõ, hẻm",68.9 m²,236.7 m²,"227,87 triệu/m²",Đã có sổ,5 phòng,4 phòng,4,,,Hẻm xe hơi,4 m,16 m,,,"[149.65, 161.06, 161.06, 145.83, 161.82, 143.48, 143.48, 150.61, 137.93, 150.68, 150.68, 150.68, 150.68]"
Bán nhà đẹp hẻm oto khu Hồ Biểu Chánh-5PN-nội thất xịn,"9,25 tỷ","280,30 triệu/m²",33 m²,"Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","💥 ĐẸP NHƯ CĂN HỘ CAO CẤP💥KHU V-I-P HỒ BIỂU CHÁNH - XE HƠI ĐỖ CỬA
💰Giá chỉ 9.x tỷ nhẹ

📐32m2 | trệt 3 lầu
🛏️ 5PN - 4WC, full nội thất xịn

 - Nhà do chủ là kiến trúc sư thiết kế, không gian chuẩn đẳng cấp 
- Hẻm xe hơi đỗ cửa, cách 2 căn ra MT, khu cao tầng đồng bộ, an ninh, dân trí tốt
- Phù hợp với gia đình đông người ở lâu dài",,"Nhà ngõ, hẻm",33 m²,,"280,30 triệu/m²",Đã có sổ,5 phòng,4 phòng,4,Nội thất cao cấp,,Hẻm xe hơi,3.3 m,10 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
BÁN NHÀ 3 TẦNG. HOA CAU PN. 3PN FULL NT. 15M RA MẶT TIỀN. NHỈNH 5TỶ TL,"5,5 tỷ","183,33 triệu/m²",30 m²,"Đường Hoa Cau, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","👉 1 Trệt 2 Lầu sân thượng ( 3 Phòng Ngủ 3 Wc , 1 Bàn trà sân thượng chill ) Phòng khách bếp
👉 Hẻm sạch sẽ An ninh, dân trí cao. Cách mặt tiền 15m
📖 Sổ hồng riêng, hoàn công đủ, công chứng ngay.",,"Nhà ngõ, hẻm",30 m²,120 m²,"183,33 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất đầy đủ,Đông Bắc,Hẻm xe hơi,3.5 m,9 m,,,"[198.33, 198.33, 184.44, 184.44, 169.06, 169.06, 163.64, 183.12, 182.85, 179.17, 179.17, 179.17, 179.17]"
